word,polarity
추가/NNG@$개선/NNG,0.87216156227599
개선/NNG@$평가/NNG,0.8710210215482002
개선/NNG@$물가/NNG,0.8708492436679578
개선/NNG@$함께/MAG,0.8708347789593345
개선/NNG@$설명/NNG,0.8704924994754684
개선/NNG@$뚜렷/XR,0.8699652236773439
개선/NNG@$기업/NNG,0.8696466960871667
개선/NNG@$모습/NNG,0.8670604100942254
개선/NNG@$추이/NNG,0.865490766287127
개선/NNG@$지속/NNG,0.865282025403874
흐름/NNG@$개선/NNG,0.8649728965709911
전반적/NNG@$개선/NNG,0.8639952982591883
개선/NNG@$보/VV,0.8633367921830786
뚜렷/XR@$개선/NNG,0.8628866141613936
회복/NNG@$어렵/VA,0.8623361731257135
관계/NNG@$개선/NNG,0.8614577046985756
큰/VA@$개선/NNG,0.860463594860456
개선/NNG@$있/VX@$평가/NNG,0.8598237598226401
개선/NNG@$모습/NNG@$보이/VV,0.8585359236299608
수준/NNG@$개선/NNG,0.858526547222974
개선/NNG@$예상/NNG,0.8584618107346169
회복/NNG@$쉽/VA@$않/VX,0.8581218341629682
개선/NNG@$여부/NNG,0.8577121767230584
대폭/MAG@$개선/NNG,0.8573295618531422
일부/NNG@$개선/NNG,0.8567505392373451
경기과열/NNG@$억제/NNG,0.8564272230558807
개선/NNG@$보이/VV,0.8520319555136595
개선/NNG@$있/VX,0.8514939340699241
개선/NNG@$더/MAG,0.8512979060627213
양상/NNG@$보이/VV@$있/VX,0.8507675287113969
개선/NNG@$힘입/VV,0.8484504429447361
개선/NNG@$전망/NNG,0.8484372608766058
개선/NNG@$기대/NNG,0.8482664672688109
회복/NNG@$쉽/VA,0.8478882699796018
지표/NNG@$개선/NNG,0.8469419957653077
회복/NNG@$가능/NNG,0.8463973532559776
개선/NNG@$경제/NNG,0.8439803707532336
개선/NNG@$은행/NNG,0.842085545477034
누리/VV@$있/VX,0.8394423218699467
개선/NNG@$주가/NNG,0.8394172092729535
누리/VV,0.8388786341189431
개선/NNG@$불구/XR,0.8377166258109572
회복/NNG@$있/VV,0.8364456780259266
개선/NNG@$관련/NNG,0.8347027097222317
양상/NNG@$띠/VV,0.8341161577666183
회복/NNG@$정책/NNG,0.8326609534476694
일부/NNG@$회복/NNG,0.82960298463912
회복/NNG@$정도/NNG,0.8271337975690838
회복/NNG@$더/MAG,0.827058007868221
개선/NNG@$추세/NNG@$지속/NNG,0.8270393072841313
정도/NNG@$회복/NNG,0.8254982423281543
개선/NNG@$이어지/VV,0.8251704008037939
경제/NNG@$개선/NNG,0.8247998635420497
개선/NNG@$가능성/NNG,0.8245134567924008
개선/NNG@$금리/NNG@$인상/NNG,0.8236598041167764
회복/NNG@$지속/NNG,0.8234913942086177
심리/NNG@$개선/NNG,0.8222701764245339
개선/NNG@$어려울/VA,0.8221239053182317
지속/NNG@$성장/NNG,0.8212846864638015
성장/NNG@$가능/NNG,0.8208752252345992
회복/NNG@$증시/NNG,0.8207587150216487
본격적/NNG@$회복/NNG,0.8194156161692481
회복/NNG@$상승/NNG,0.8176663890880018
회복/NNG@$국면/NNG,0.8166224644260776
성장/NNG@$예상/NNG,0.8154045163086452
회복/NNG@$확인/NNG,0.8148821277770977
경제지표/NNG@$개선/NNG,0.8137289350907104
본격/NNG@$회복/NNG,0.8137223965673477
성장/NNG@$위한/VV,0.8137136961475122
부동산/NNG@$투기/NNG@$억제/NNG,0.8136641537938827
뚜렷이/MAG@$개선/NNG,0.8130536858675452
점진적/NNG@$개선/NNG,0.8119643288758975
성장/NNG@$할/VV,0.8116846532432165
계속/MAG@$개선/NNG,0.8101754964179455
회복/NNG@$시장/NNG,0.8090688831466586
개선/NNG@$않/VX,0.8086429819132466
성장/NNG@$가능성/NNG,0.8085047501736389
성장/NNG@$유지/NNG,0.8077750319382655
개선/NNG@$반영/NNG,0.8077432288437731
경제/NNG@$상황/NNG@$개선/NNG,0.8070767716727598
성장/NNG@$추구/NNG,0.8070225934054438
이상/NNG@$성장/NNG,0.8069063279073652
질적/NNG@$성장/NNG,0.8061653492543841
성장/NNG@$금융/NNG,0.8058397146527423
서서히/MAG@$회복/NNG,0.8057460733490993
증시/NNG@$회복/NNG,0.8052060169507136
성장/NNG@$있/VV,0.8049538454952585
개선/NNG@$경기/NNG,0.8043640429727339
성장/NNG@$목표/NNG,0.8037534394295933
붐/NNG,0.8021773091985493
수준/NNG@$성장/NNG,0.8019407983950555
회복/NNG@$전제/NNG,0.8015802786209296
회복/NNG@$이끌/VV,0.80131149985153
회복/NNG@$고용/NNG,0.8010892645190593
회복/NNG@$전/NNG,0.8010477260833226
회복/NNG@$않/VX,0.8008536832035233
개선/NNG@$따른/VV,0.8006565459944035
회복/NNG@$다소/MAG,0.7985663238983132
누렸/VV,0.7985362580915252
이후/NNG@$회복/NNG,0.798346133077446
회복/NNG@$모습/NNG,0.7980670579945606
성장/NNG@$회복/NNG,0.7979779601591472
지속적/NNG@$성장/NNG,0.797080704088498
회복/NNG@$여전히/MAG,0.7941779177391517
부문/NNG@$성장/NNG,0.7934702004287693
개선/NNG@$소식/NNG,0.7933480752791051
회복/NNG@$초기/NNG,0.7928732653798873
지속적/NNG@$경제/NNG@$성장/NNG,0.7927866459222572
시장/NNG@$성장/NNG,0.7923976836269795
성장/NNG@$올해/NNG,0.791895507203342
이격도/NNG,0.7918008271759258
개선/NNG@$나가/VX,0.7909796835100262
성장/NNG@$기반/NNG,0.7902838259663951
양적/NNG@$성장/NNG,0.7902539886865401
회복/NNG@$시작/NNG,0.7898285254979085
산업/NNG@$성장/NNG,0.7888187049052249
회복/NNG@$정부/NNG,0.7876079445758168
호황/NNG@$누리/VV,0.7875556345283623
개선/NNG@$경기/NNG@$회복/NNG,0.7863595692858447
기여/NNG,0.7855635315323379
성장/NNG@$기여/NNG,0.7840628407077552
정부/NNG@$성장/NNG,0.7839810338422906
국지적/NNG,0.7825318772309122
기여/NNG@$있/VX,0.7802003975961349
억제/NNG@$정책/NNG,0.7797319344934419
내년/NNG@$성장/NNG,0.7783060362440504
회복/NNG@$기업/NNG,0.7775884286905179
하반기/NNG@$성장/NNG,0.7771869078132918
개선/NNG@$이어질/VV,0.7770904950162438
회복/NNG@$예상/NNG,0.776836974894523
사정/NNG@$개선/NNG,0.7763661672100519
매파적/NNG,0.7760971638952943
억제/NNG@$책/NNG,0.7759957921615475
성장/NNG@$전망/NNG,0.7758546998451921
부문/NNG@$회복/NNG,0.7755905166759878
회복/NNG@$어려울/VA,0.774713746537351
회복/NNG@$강도/NNG,0.7737318279587577
개선/NNG@$추세/NNG@$보이/VV,0.7730947894370721
개선/NNG@$필요/NNG@$있/VA,0.7719942249341694
고속/NNG@$성장/NNG,0.771980431111569
회복/NNG@$있/VX,0.7715662241858097
개선/NNG@$분기/NNG,0.7712714417087161
회복/NNG@$영향/NNG,0.7701932391650252
양상/NNG@$나타나/VV,0.769507538987642
기여/NNG@$평가/NNG,0.7674459554187711
회복/NNG@$위한/VV,0.7671695273578834
내수/NNG@$회복/NNG,0.7670940513719484
회복/NNG@$아직/MAG,0.7670123718482413
전망/NNG@$개선/NNG,0.766698045397169
펀더멘털/NNG@$회복/NNG,0.7666075561767036
억제/NNG@$조치/NNG,0.7663650902540549
급등/NNG@$현상/NNG,0.7663235864661717
빠른/VA@$회복/NNG,0.7661624057361447
성장/NNG@$견인/NNG,0.7659824081713491
물가/NNG@$성장/NNG,0.7658920606429838
개선/NNG@$증시/NNG,0.7656989463424226
아니/VCN@$성장/NNG,0.7646062272654492
기여/NNG@$전망/NNG,0.7639154402850645
열기/NNG,0.7639114737693056
양상/NNG,0.7634095831907115
회복/NNG@$더디/VA,0.7632858919836991
회복/NNG@$전망/NNG,0.7629099125717833
한국은행/NNG@$성장/NNG,0.7616660622224449
회복/NNG@$추세/NNG,0.7605645880056693
개선/NNG@$모습/NNG@$보였/VV,0.7605013367294102
성장/NNG@$지속/NNG,0.7595629532465624
회복/NNG@$금리/NNG@$인상/NNG,0.7594126687111238
부분/NNG@$회복/NNG,0.7583549952800024
내수/NNG@$경기/NNG@$회복/NNG,0.7582685482293079
개선/NNG@$조짐/NNG,0.757131888965449
지표들/NNG@$개선/NNG,0.7565053076458161
회복/NNG@$여부/NNG,0.7541091017167749
상황/NNG@$경기/NNG@$회복/NNG,0.7539524028412001
과잉/NNG@$투자/NNG,0.7536495092223165
개선/NNG@$도움/NNG,0.7532106294661571
여건/NNG@$개선/NNG,0.7529651509178317
시장/NNG@$여건/NNG@$개선/NNG,0.7526888470632893
회복/NNG@$상황/NNG,0.7513493385967134
추세/NNG@$보였/VV,0.7501881421726779
상당히/MAG@$개선/NNG,0.7470082318831299
구가/NNG,0.7464001145432331
행정적/NNG,0.7452219042341195
불안/NNG@$양상/NNG@$보이/VV,0.7444329128098817
성장/NNG@$기대/NNG,0.744225018157203
예상/NNG@$경기/NNG@$회복/NNG,0.7436999510333917
본격적/NNG@$경기/NNG,0.7432601867643964
경기/NNG@$본격적/NNG,0.7420341169430882
개선/NNG@$대한/VV,0.7414230064921583
경기/NNG@$회복/NNG@$지속/NNG,0.738095146081513
성장/NNG@$크/VA,0.7379493893320597
회복/NNG@$국면/NNG@$진입/NNG,0.7348968071973765
성장/NNG@$계속/NNG,0.7348080247673243
수준/NNG@$경제/NNG@$성장/NNG,0.7342674239467977
성장/NNG@$이루/VV,0.7339690861666717
없/VA@$성장/NNG,0.7336617154647214
성장/NNG@$기업/NNG,0.7333608745396796
양상/NNG@$보인/VV,0.7330222471918997
않/VX@$성장/NNG,0.7324372386072695
개선/NNG@$움직임/NNG,0.7322319356346418
뚜렷이/MAG,0.7319730256490562
개선/NNG@$속도/NNG,0.7312146343966748
고도성장/NNG,0.730107065331693
본격적/NNG@$경기/NNG@$회복/NNG,0.7261918316946254
성장/NNG@$이끌/VV,0.7261423526581066
왜곡/NNG@$현상/NNG,0.7261213564669438
경제/NNG@$성장/NNG@$물가/NNG,0.7259238621569002
조정/NNG@$양상/NNG@$보이/VV,0.7241779587988058
잠재성장률/NNG@$수준/NNG@$성장/NNG,0.7232405092814793
성장/NNG@$고용/NNG,0.7231655088756981
개선/NNG@$영향/NNG,0.7229015251902875
예상/NNG@$개선/NNG,0.7219130011357924
양상/NNG@$나타내/VV,0.7211662245264343
성장/NNG@$경제/NNG,0.7206664840269168
개선/NNG@$실적/NNG,0.7197318739423313
활성화/NNG@$기여/NNG,0.7195312058319556
실적/NNG@$개선/NNG@$전망/NNG,0.7190343984759457
내년/NNG@$잠재성장률/NNG,0.7181902840088463
성장/NNG@$달성/NNG,0.7180841868308898
균형/NNG@$성장/NNG,0.717642529887329
회복/NNG@$금리/NNG,0.7161174279115701
증시/NNG@$호황/NNG,0.715988886484904
나아졌/VV,0.7151395098588411
회복/NNG@$경제/NNG,0.714344710424119
있/VV@$성장/NNG,0.7139862510077115
경제/NNG@$성장/NNG@$예상/NNG,0.7134907085604107
성장/NNG@$추세/NNG,0.7128985532782628
다시/MAG@$회복/NNG,0.7126495285268017
장기적/NNG@$성장/NNG,0.7110525489463431
고정자산/NNG@$투자/NNG,0.7102878751590624
투기/NNG@$억제/NNG,0.7102672726672259
성장/NNG@$동력/NNG,0.7088872795804899
실적/NNG@$개선/NNG@$기대/NNG,0.7087054508990465
가능/NNG@$성장/NNG,0.7085719974893396
지속/NNG@$가능/NNG@$성장/NNG,0.7080921400004634
회복/NNG@$함께/MAG,0.7075351833292975
혼조/NNG@$양상/NNG,0.707367619209772
크/VA@$기여/NNG,0.7068315681283384
추세/NNG@$지속/NNG@$있/VX,0.7065566213266472
가격/NNG@$회복/NNG,0.7055119580831435
중심/NNG@$경기/NNG@$회복/NNG,0.7054917208424627
성장/NNG@$수준/NNG,0.7051621262209664
실적/NNG@$개선/NNG@$예상/NNG,0.7051186710821402
회복/NNG@$필요/NNG,0.7047742286663463
고용/NNG@$성장/NNG,0.7035095713668014
본격적/NNG@$회복세/NNG,0.7031306047195065
경제/NNG@$잠재성장률/NNG,0.7030620530163523
추세/NNG@$지속/NNG,0.7029657571449937
활황/NNG,0.7017892055695756
어느/MM@$정도/NNG@$회복/NNG,0.7016564659293532
성장/NNG@$물가/NNG,0.7015122931596056
지속적/NNG@$회복/NNG,0.7013568474926748
수준/NNG@$성장률/NNG,0.7009797010499919
높/VA@$성장/NNG,0.7007825920669626
상황/NNG@$보다/MAG,0.6995441237065385
회복/NNG@$국면/NNG@$접어들/VV,0.6978654153947621
아직/MAG@$본격적/NNG,0.6977775664949637
회복/NNG@$기대/NNG,0.6969718510508756
톡톡히/MAG,0.6967498098173137
개선/NNG@$나타났/VV,0.6967390858341296
성장/NNG@$큰/VA,0.6963559186802988
체감/NNG@$경기/NNG@$회복/NNG,0.6959376939298865
기여/NNG@$있/VV,0.6955014058684996
성장/NNG@$전략/NNG,0.6934049343753488
현상/NNG@$대한/VV,0.6931822260416769
가능/NNG@$경제/NNG@$성장/NNG,0.6928710931869022
추세/NNG@$유지/NNG,0.6926489476432758
잠재성장률/NNG@$수준/NNG,0.692418172884619
경기/NNG@$회복/NNG,0.6917012562490106
성장률/NNG@$유지/NNG,0.6916472355903034
시장/NNG@$개선/NNG,0.6916215135038226
경제/NNG@$성장/NNG@$이끌/VV,0.6913631155372386
지속/NNG@$가능/NNG@$경제/NNG,0.6880213297085731
가능/NNG@$경제/NNG,0.6872587648200108
분기/NNG@$경제/NNG@$성장/NNG,0.6869544654680186
회복/NNG@$과정/NNG,0.6866071792643156
보이/VV@$있/VX@$평가/NNG,0.6864245849379147
개선/NNG@$못하/VX,0.6863418705656137
지속적/NNG@$경제/NNG,0.6859120989059682
초기/NNG@$국면/NNG,0.6856773977838628
회복/NNG@$본격화/NNG,0.6854705480125065
비둘기파적/NNG@$발언/NNG,0.68522625366367
추세/NNG@$이어지/VV,0.6851213042005837
이상/NNG@$현상/NNG,0.685079993938505
부동산/NNG@$투기/NNG,0.6845639937264298
총재/NNG@$비둘기파적/NNG@$발언/NNG,0.6844325878357935
기여/NNG@$기대/NNG,0.6840926588092997
성장/NNG@$도모/NNG,0.6838990593718066
회복/NNG@$기대/NNG@$어렵/VA,0.6831970459563246
미흡/NNG,0.6828550476489759
호전/NNG@$있/VX,0.6827512332653882
회복/NNG@$물가/NNG,0.6824639492532725
주택시장/NNG@$회복/NNG,0.6813869719046999
추세/NNG@$있/VX,0.6813486446046293
부진/NNG@$경기/NNG@$회복/NNG,0.680968734071586
성장/NNG@$내년/NNG,0.6808173105434061
있/VX@$성장/NNG,0.6807346863319879
추세/NNG@$보이/VV@$있/VX,0.6807034220209536
안정성장/NNG,0.6804327559515135
의장/NNG@$비둘기파적/NNG,0.6797669880630606
경제/NNG@$본격적/NNG,0.679230639592667
개선/NNG@$대한/VV@$기대/NNG,0.6791827565203108
억제/NNG@$위한/VV,0.6789774353342319
추세/NNG@$보이/VV,0.6776668082132302
한국은행/NNG@$총재/NNG@$매파적/NNG,0.6776238382993736
잠재/NNG@$수준/NNG,0.6767252820611998
연간/NNG@$성장/NNG,0.6761012329535645
경제/NNG@$회복/NNG,0.675977077203398
경제/NNG@$성장/NNG@$동력/NNG,0.6754527099733341
추세/NNG@$유지/NNG@$있/VX,0.6752861626883706
총재/NNG@$비둘기파적/NNG,0.6735520588157347
있/VX@$본격적/NNG,0.6733900565479718
경제/NNG@$지속/NNG,0.6732793957272671
정부/NNG@$증시/NNG,0.6731103901775259
완전히/MAG@$회복/NNG,0.6727009873389445
업황/NNG@$개선/NNG,0.6725288492179116
올해/NNG@$성장/NNG,0.6718296095809346
양호/NNG@$평가/NNG,0.6716387928994099
의장/NNG@$매파적/NNG@$발언/NNG,0.6714703680400536
비둘기파적/NNG,0.6708430245641293
총재/NNG@$매파적/NNG@$발언/NNG,0.6700431128229349
인상/NNG@$우호적/NNG,0.6700136869220858
평가/NNG@$지난/VV,0.6698515005232493
잠재/NNG@$성장/NNG,0.6697065611873192
출혈/NNG@$경쟁/NNG,0.6693559602694541
지속/NNG@$가능/NNG,0.6693070584028824
발언/NNG@$할/VV,0.6687614341774313
지표/NNG@$회복/NNG,0.6677126457273679
개선/NNG@$추세/NNG,0.6670868041067275
의사록/NNG@$매파적/NNG,0.6669739918524276
회복/NNG@$모습/NNG@$보이/VV,0.6667096009106894
국내/NNG@$경제/NNG@$성장/NNG,0.6662984928209101
추세/NNG@$이어지/VV@$있/VX,0.6661745416065779
경제/NNG@$지속/NNG@$가능/NNG,0.6652742671501428
국내/NNG@$성장/NNG,0.6648619840803225
추세/NNG@$나타내/VV,0.6643652056061113
회복/NNG@$견인/NNG,0.6629501211918476
내외/NNG@$성장/NNG,0.6628909091311999
도비시/NNG,0.6612807902412665
증가/NNG@$억제/NNG,0.6612799325826779
매파적/NNG@$발언/NNG,0.6609502921509522
회복/NNG@$반영/NNG,0.6596337165364123
양상/NNG@$나타냈/VV,0.6591145472703386
양상/NNG@$지속/NNG,0.6589975197067997
개선/NNG@$금리/NNG,0.6585300241609928
경제/NNG@$여건/NNG@$개선/NNG,0.6567173505460095
호조/NNG@$경기/NNG,0.6561874160236805
경기/NNG@$점차/MAG,0.656181058042548
의장/NNG@$매파적/NNG,0.6561696325368609
추세/NNG@$있/VV,0.6560180954132557
지수/NNG@$회복/NNG,0.6558081187028402
나아진/VV,0.6555049733739953
하락/NNG@$추세/NNG@$보이/VV,0.6551587286750737
매파적/NNG@$해석/NNG,0.6550490608707507
한국은행/NNG@$매파적/NNG,0.6549828595406846
달성/NNG@$전망/NNG,0.6543293203474256
추세/NNG@$확인/NNG,0.6542649566269143
덕택/NNG,0.6539809243836672
고/MM@$성장/NNG,0.6534987584738143
평가/NNG@$경제/NNG,0.6529851222596341
성장률/NNG@$잠재성장률/NNG,0.6525729006536847
향상/NNG@$있/VX,0.6525473745976851
개선/NNG@$국내/NNG,0.6505318886113853
양상/NNG@$보였/VV,0.6502260159876374
회복/NNG@$기여/NNG,0.6496870353327853
개선/NNG@$신호/NNG,0.6492657341481567
경쟁/NNG@$과열/NNG,0.6489197006917109
의장/NNG@$비둘기파적/NNG@$발언/NNG,0.6484893355089298
총재/NNG@$발언/NNG@$이후/NNG,0.6483782175252433
매파적/NNG@$않/VX,0.6480620946704259
소폭/NNG@$개선/NNG,0.6477033469822724
지속/NNG@$가능/NNG@$수준/NNG,0.6471928567810317
있/VX@$긍정적/NNG@$평가/NNG,0.6471341291705408
발언/NNG@$매파적/NNG,0.6459978752803759
호전/NNG@$힘입/VV,0.645832735107335
경기/NNG@$호황/NNG,0.6454774203855633
이바지/NNG,0.6448921541691017
성장/NNG@$따른/VV,0.6434358034405685
위원/NNG@$발언/NNG,0.643206890218039
향후/NNG@$경제/NNG@$성장/NNG,0.6431503222678918
내수/NNG@$성장/NNG,0.6430161009384798
글로벌/NNG@$경기/NNG@$회복/NNG,0.6429695884753808
노동시장/NNG@$여건/NNG,0.6422496085717293
외형/NNG@$확대/NNG,0.641891750964845
호조/NNG@$이어지/VV,0.6414843468700382
개선/NNG@$기대감/NNG,0.6411876090455322
출혈/NNG,0.6401464856967947
다소/MAG@$비둘기파적/NNG,0.6400772695460559
이어/NNG,0.6392099370028339
점차/MAG@$회복/NNG,0.6390866107498203
발언/NNG@$다소/MAG,0.6390797043587848
성장/NNG@$더/MAG,0.6386267838063291
성장/NNG@$뒷받침/NNG,0.6386247672509886
정도/NNG@$성장/NNG,0.637427936951326
총재/NNG@$발언/NNG,0.6367157186602559
증시/NNG@$거품/NNG,0.6364412326832847
회복/NNG@$상당/NNG,0.6363966835396724
발언/NNG@$대한/VV,0.6361512751877161
호전/NNG@$기대/NNG,0.6356010070156497
있/VV@$회복/NNG,0.6354862466760884
실적/NNG@$개선/NNG,0.6353277152185948
발언/NNG@$강도/NNG,0.6353049290998332
부동산가격/NNG@$급등/NNG,0.6353001653357355
개선/NNG@$조짐/NNG@$보이/VV,0.6351327056300287
비둘기파적/NNG@$스탠스/NNG,0.6351201402619782
회복/NNG@$시점/NNG,0.6350859085545091
미흡/XR,0.6348993134183205
총재/NNG@$매파적/NNG,0.6338590518731015
수요/NNG@$억제/NNG,0.6331994894916655
총재/NNG@$발언/NNG@$시장/NNG,0.6331895167751924
이후/NNG@$성장/NNG,0.6331638570413798
새로운/VA@$성장/NNG@$동력/NNG,0.632985588896259
안정적/NNG@$성장/NNG,0.6328220159893441
한국은행/NNG@$총재/NNG@$발언/NNG,0.6327563173058341
빨리/MAG@$회복/NNG,0.6322717339800408
개선/NNG@$주택/NNG,0.6322144203373776
회복/NNG@$시기/NNG,0.6321601461469579
라운드/NNG,0.6320211133875959
환경/NNG@$개선/NNG,0.6312639156315418
가운데/NNG@$경기/NNG@$회복/NNG,0.630847175667719
부동산시장/NNG@$회복/NNG,0.630820976733452
있/VX@$경제/NNG@$성장/NNG,0.6303915673424019
매파적/NNG@$평가/NNG,0.6292086455256112
턴/VV@$라운드/NNG,0.6291065992873945
투매/NNG@$현상/NNG,0.6287844285665596
성장/NNG@$지지/NNG,0.6276629907094811
물가/NNG@$지속/NNG,0.6274306249351684
발언/NNG@$영향/NNG,0.6273846869259276
견인/NNG@$있/VV,0.6273713087068964
나타날/VV@$기대/NNG,0.6270868400884457
금통위/NNG@$매파적/NNG,0.6269949472831664
균형/NNG@$잡힌/VV,0.6266105763131038
시장/NNG@$지속적/NNG,0.6263066640529562
한국은행/NNG@$총재/NNG@$시장/NNG,0.6258824879092064
수준/NNG@$경제/NNG,0.6258003110509571
중심/NNG@$개선/NNG,0.6257346633524496
턴/VV,0.6256491135125799
달성/NNG@$가능/NNG,0.6237810385882645
부문/NNG@$개선/NNG,0.623096283025578
실적/NNG@$개선/NNG@$대한/VV,0.6228517190919134
양호/XR@$상태/NNG,0.6221049100237785
발언/NNG@$금리/NNG,0.6219361970963309
고용/NNG@$회복/NNG,0.6217861940933567
물가/NNG@$두/MM,0.6216528028249595
경기/NNG@$회복/NNG@$있/VX,0.6214811328003162
희생/NNG,0.621354106003803
경기/NNG@$회복/NNG@$국면/NNG,0.6208802279854662
회복/NNG@$기조/NNG,0.6204970382654382
실적/NNG@$턴/VV,0.6203017888263818
완화적/NNG@$스탠스/NNG,0.6201622744289557
추세/NNG,0.6201482907059983
고무적/NNG,0.6200383317559073
중립적/NNG@$입장/NNG,0.6193668543181472
발언/NNG@$금리/NNG@$인상/NNG,0.618550921337671
아직/MAG@$경기/NNG@$회복/NNG,0.6183013875684229
회복/NNG@$못하/VX@$있/VX,0.6177289010905322
세계/NNG@$경기/NNG@$회복/NNG,0.6176916498097444
회복/NNG@$움직임/NNG,0.6176016738699805
패턴/NNG@$보이/VV,0.617557651016815
한국은행/NNG@$부동산/NNG,0.6173324705042427
심리지표/NNG@$개선/NNG,0.6171584501306648
발언/NNG@$유로화/NNG,0.6167145239441161
있/VX@$나타내/VV,0.6165415988362675
부동산가격/NNG@$상승/NNG,0.6163197622603529
발언/NNG,0.6162916718067655
실적/NNG@$턴/VV@$라운드/NNG,0.6157839892221246
매파적/NNG@$발언/NNG@$내놓/VV,0.6156879747511044
매파적/NNG@$스탠스/NNG,0.6151649810367896
새로운/VA@$성장/NNG,0.6151298570645964
경기/NNG@$회복/NNG@$추세/NNG,0.6146702973712315
성장/NNG@$가속화/NNG,0.6145875007095423
발언/NNG@$예상/NNG,0.6143595941236362
외형/NNG@$확대/NNG@$경쟁/NNG,0.6139787911597157
이사/NNG@$발언/NNG,0.6132469158470741
발언/NNG@$보/VV,0.612210799241518
실적/NNG@$개선/NNG@$기대감/NNG,0.6114640307562609
기여도/NNG,0.6113195133776899
이후/NNG@$기업/NNG,0.611164649023207
시장/NNG@$발언/NNG,0.6110365322993279
주택/NNG@$경기/NNG@$회복/NNG,0.610130216290454
비둘기파적/NNG@$입장/NNG,0.6100825141878279
발언/NNG@$있/VA,0.6096976449270661
다소/MAG@$매파적/NNG,0.6086470663387491
중립적/NNG@$스탠스/NNG,0.6084358517319006
양적/NNG,0.6081544492921402
예상/NNG@$덜/MAG,0.6080868718632155
국면/NNG@$진입/NNG@$있/VX,0.6080581049914702
초기/NNG,0.6078510802536388
고용/NNG@$시장/NNG@$회복/NNG,0.6076017545502237
정부/NNG@$인플레이션/NNG,0.6075118913811446
잠재성장률/NNG,0.6069912591787263
분기/NNG@$실적/NNG@$개선/NNG,0.6067826447128415
위원들/NNG@$매파적/NNG,0.6067398361609591
경기/NNG@$저점/NNG@$통과/NNG,0.6066674450461185
발언/NNG@$수위/NNG,0.6061771483020721
한국은행/NNG@$기존/NNG,0.6056945073734645
달성/NNG@$가능성/NNG,0.6050685681516335
발언/NNG@$없/VA,0.6049016370456199
분기/NNG@$경기/NNG@$회복/NNG,0.6048820556174273
스탠스/NNG@$확인/NNG,0.6046014614359487
성장/NNG@$수출/NNG,0.6040918991171833
중심/NNG@$성장/NNG,0.6040557656612966
체감/NNG@$경기/NNG@$개선/NNG,0.6040115296561177
스탠스/NNG@$보일/VV,0.6035779127900633
내년/NNG@$성장/NNG@$전망/NNG,0.6031583712794228
선진국/NNG@$경기/NNG@$회복/NNG,0.6029640998678398
발언/NNG@$채권/NNG,0.6024378055379314
